index,min,, sec, tag_id, distance,times, interval,  absence
6,10,,15,0xcc66,202,140,1,0
7,10,,15,0xbbff,315,49,1,6
,,,,,,,,
1,10,,15,0xcc22,222,41,1,7
2,10,,15,0xbbdd,335,104,1,3
3,10,,15,0xcc11,299,117,1,0
4,10,,15,0xbbee,223,117,1,2
5,10,,15,0xcc33,314,131,1,1
6,10,,15,0xcc66,200,141,1,0
7,10,,15,0xbbff,318,50,1,6
,,,,,,,,
1,10,,15,0xbbdd,330,105,1,3
2,10,,15,0xcc11,295,118,1,0
3,10,,15,0xbbee,221,118,1,2
4,10,,15,0xcc33,313,132,1,1
5,10,,15,0xcc66,197,142,1,0
,,,,,,,,
1,10,,15,0xcc22,218,42,1,7
2,10,,15,0xbbdd,336,106,1,3
3,10,,15,0xcc11,300,119,1,0
4,10,,15,0xbbee,222,119,1,2
5,10,,15,0xcc33,316,133,1,1
6,10,,15,0xcc66,205,143,1,0
7,10,,15,0xbbff,319,51,1,6
,,,,,,,,
1,10,,15,0xcc22,222,43,1,7
2,10,,15,0xbbdd,338,107,1,3
3,10,,15,0xcc11,295,120,1,0
4,10,,15,0xbbee,222,120,1,2
5,10,,15,0xcc33,319,134,1,1
6,10,,15,0xcc66,200,144,1,0
,,,,,,,,
1,10,,17,0xcc22,221,44,1,7
2,10,,17,0xbbdd,339,108,1,3
3,10,,17,0xcc11,299,121,1,0
4,10,,17,0xbbee,225,121,1,2
5,10,,17,0xcc33,317,135,1,1
6,10,,17,0xcc66,204,145,1,0
,,,,,,,,
1,10,,17,0xcc22,222,45,1,7
2,10,,17,0xbbdd,337,109,1,3
3,10,,17,0xcc11,296,122,1,0
4,10,,17,0xbbee,221,122,1,2
5,10,,17,0xcc33,318,136,1,1
6,10,,17,0xcc66,197,146,1,0
,,,,,,,,
1,10,,18,0xcc22,223,46,1,7
2,10,,18,0xbbdd,336,110,1,3
3,10,,18,0xcc11,298,123,1,0
4,10,,18,0xbbee,225,123,1,2
5,10,,18,0xcc33,315,137,1,1
6,10,,18,0xcc66,198,147,1,0
,,,,,,,,
1,10,,19,0xcc22,218,47,1,7
2,10,,19,0xbbdd,334,111,1,3
3,10,,19,0xcc11,297,124,1,0
4,10,,19,0xbbee,225,124,1,2
5,10,,19,0xcc33,315,138,1,1
6,10,,19,0xcc66,200,148,1,0
7,10,,19,0xbbff,317,52,1,6
,,,,,,,,
1,10,,21,0xcc22,220,48,1,7
2,10,,21,0xbbdd,334,112,1,3
3,10,,21,0xcc11,298,125,1,0
4,10,,21,0xbbee,221,125,1,2
5,10,,21,0xcc33,315,139,1,1
6,10,,21,0xcc66,199,149,1,0
7,10,,21,0xbbff,318,53,1,6
,,,,,,,,
1,10,,22,0xcc22,219,49,1,7
2,10,,22,0xbbdd,333,113,1,3
3,10,,22,0xcc11,296,126,1,0
4,10,,22,0xbbee,222,126,1,2
5,10,,22,0xcc33,314,140,1,1
6,10,,22,0xcc66,204,150,1,0
,,,,,,,,
1,10,,23,0xcc22,219,50,1,7
2,10,,23,0xbbdd,339,114,1,3
3,10,,23,0xcc11,298,127,1,0
4,10,,23,0xbbee,223,127,1,2
5,10,,23,0xcc33,313,141,1,1
6,10,,23,0xcc66,199,151,1,0
7,10,,23,0xbbff,318,54,1,6
,,,,,,,,
1,10,,24,0xcc22,220,51,1,7
2,10,,24,0xbbdd,335,115,1,3
3,10,,24,0xcc11,298,128,1,0
4,10,,24,0xcc33,318,142,1,1
5,10,,24,0xcc66,206,152,1,0
,,,,,,,,
1,10,,25,0xbbdd,338,116,1,3
2,10,,25,0xcc11,300,129,1,0
3,10,,25,0xbbee,222,128,1,2
4,10,,25,0xcc33,317,143,1,1
5,10,,25,0xcc66,202,153,1,0
,,,,,,,,
1,10,,26,0xcc22,220,52,1,8
2,10,,26,0xbbdd,333,117,1,3
3,10,,26,0xcc11,299,130,1,0
4,10,,26,0xbbee,227,129,1,2
5,10,,26,0xcc33,319,144,1,1
6,10,,26,0xcc66,198,154,1,0
7,10,,26,0xbbff,315,55,1,6
,,,,,,,,
1,10,,27,0xcc22,220,53,1,8
2,10,,27,0xbbdd,338,118,1,3
3,10,,27,0xcc11,298,131,1,0
4,10,,27,0xbbee,223,130,1,2
5,10,,27,0xcc33,317,145,1,1
6,10,,27,0xcc66,198,155,1,0
,,,,,,,,
1,10,,28,0xcc22,225,54,1,8
2,10,,28,0xbbdd,339,119,1,3
3,10,,28,0xcc11,298,132,1,0
4,10,,28,0xbbee,221,131,1,2
5,10,,28,0xcc33,320,146,1,1
6,10,,28,0xcc66,199,156,1,0
,,,,,,,,
1,10,,29,0xcc22,223,55,1,8
2,10,,29,0xbbdd,338,120,1,3
3,10,,29,0xcc11,298,133,1,0
4,10,,29,0xbbee,220,132,1,2
5,10,,29,0xcc33,313,147,1,1
6,10,,29,0xcc66,198,157,1,0
,,,,,,,,
1,10,,30,0xbbdd,335,121,1,3
2,10,,30,0xcc11,295,134,1,0
3,10,,30,0xbbee,222,133,1,2
4,10,,30,0xcc33,317,148,1,1
5,10,,30,0xcc66,200,158,1,0
6,10,,30,0xbbff,318,56,1,6
,,,,,,,,
1,10,,31,0xbbdd,334,122,1,3
2,10,,31,0xcc11,299,135,1,0
3,10,,31,0xbbee,225,134,1,2
4,10,,31,0xcc33,316,149,1,1
5,10,,31,0xcc66,197,159,1,0
6,10,,31,0xbbff,317,57,1,6
,,,,,,,,
1,10,,32,0xcc22,220,56,1,8
2,10,,32,0xbbdd,335,123,1,3
3,10,,32,0xcc11,297,136,1,0
4,10,,32,0xbbee,223,135,1,2
5,10,,32,0xcc33,311,150,1,1
6,10,,32,0xcc66,205,160,1,0
7,10,,32,0xbbff,313,58,1,6
,,,,,,,,
1,10,,33,0xcc22,223,57,1,8
2,10,,33,0xbbdd,335,124,1,3
3,10,,33,0xcc11,301,137,1,0
4,10,,33,0xbbee,222,136,1,2
5,10,,33,0xcc33,311,151,1,1
6,10,,33,0xcc66,201,161,1,0
7,10,,33,0xbbff,313,59,1,6
,,,,,,,,
1,10,,34,0xbbdd,340,125,1,3
2,10,,34,0xcc11,303,138,1,0
3,10,,34,0xbbee,223,137,1,2
4,10,,34,0xcc33,320,152,1,1
5,10,,34,0xcc66,203,162,1,0
6,10,,34,0xbbff,318,60,1,6
,,,,,,,,
1,10,,35,0xcc22,220,58,1,9
2,10,,35,0xbbdd,336,126,1,3
3,10,,35,0xcc11,298,139,1,0
4,10,,35,0xbbee,220,138,1,2
5,10,,35,0xcc33,317,153,1,1
6,10,,35,0xcc66,205,163,1,0
,,,,,,,,
1,10,,36,0xcc22,227,59,1,9
2,10,,36,0xbbdd,336,127,1,3
3,10,,36,0xcc11,298,140,1,0
4,10,,36,0xbbee,225,139,1,2
5,10,,36,0xcc33,317,154,1,1
6,10,,36,0xcc66,202,164,1,0
7,10,,36,0xbbff,315,61,1,6
,,,,,,,,
1,10,,36,0xcc22,226,60,1,9
2,10,,36,0xcc11,296,141,1,0
3,10,,36,0xbbee,223,140,1,2
4,10,,36,0xcc33,314,155,1,1
5,10,,36,0xcc66,202,165,1,0
6,10,,36,0xbbff,316,62,1,6
,,,,,,,,
1,10,,37,0xcc22,224,61,1,9
2,10,,37,0xbbdd,336,128,1,3
3,10,,37,0xcc11,301,142,1,0
4,10,,37,0xbbee,220,141,1,2
5,10,,37,0xcc33,317,156,1,1
6,10,,37,0xcc66,202,166,1,0
,,,,,,,,
1,10,,38,0xcc22,226,62,1,9
2,10,,38,0xbbdd,337,129,1,3
3,10,,38,0xcc11,296,143,1,0
4,10,,38,0xbbee,219,142,1,2
5,10,,38,0xcc33,315,157,1,1
6,10,,38,0xcc66,202,167,1,0
,,,,,,,,
1,10,,39,0xcc22,221,63,1,9
2,10,,39,0xbbdd,335,130,1,3
3,10,,39,0xcc11,299,144,1,0
4,10,,39,0xbbee,223,143,1,2
5,10,,39,0xcc33,319,158,1,1
6,10,,39,0xcc66,204,168,1,0
7,10,,39,0xbbff,315,63,1,6
,,,,,,,,
1,10,,40,0xcc22,217,64,1,9
2,10,,40,0xbbdd,339,131,1,3
3,10,,40,0xcc11,299,145,1,0
4,10,,40,0xbbee,223,144,1,2
5,10,,40,0xcc33,313,159,1,1
6,10,,40,0xcc66,202,169,1,0
7,10,,40,0xbbff,318,64,1,6
,,,,,,,,
1,10,,41,0xcc22,224,65,1,9
2,10,,41,0xbbdd,335,132,1,3
3,10,,41,0xcc11,300,146,1,0
4,10,,41,0xbbee,224,145,1,2
5,10,,41,0xcc33,318,160,1,1
6,10,,41,0xcc66,196,170,1,0
,,,,,,,,
1,10,,42,0xcc22,219,66,1,9
2,10,,42,0xbbdd,342,133,1,3
3,10,,42,0xcc11,298,147,1,0
4,10,,42,0xbbee,225,146,1,2
5,10,,42,0xcc33,317,161,1,1
6,10,,42,0xcc66,205,171,1,0
,,,,,,,,
1,10,,43,0xcc22,222,67,1,9
2,10,,43,0xbbdd,335,134,1,3
3,10,,43,0xcc11,300,148,1,0
4,10,,43,0xbbee,224,147,1,2
5,10,,43,0xcc33,318,162,1,1
6,10,,43,0xcc66,203,172,1,0
7,10,,43,0xbbff,320,65,1,6
,,,,,,,,
1,10,,44,0xcc22,221,68,1,9
2,10,,44,0xbbdd,338,135,1,3
3,10,,44,0xcc11,299,149,1,0
4,10,,44,0xbbee,224,148,1,2
5,10,,44,0xcc33,315,163,1,1
6,10,,44,0xcc66,203,173,1,0
7,10,,44,0xbbff,323,66,1,6
,,,,,,,,
1,10,,46,0xcc22,222,69,1,9
2,10,,46,0xbbdd,334,136,1,3
3,10,,46,0xcc11,300,150,1,0
4,10,,46,0xbbee,222,149,1,2
5,10,,46,0xcc33,317,164,1,1
6,10,,46,0xcc66,203,174,1,0
7,10,,46,0xbbff,318,67,1,6
,,,,,,,,
1,10,,47,0xcc22,226,70,1,9
2,10,,47,0xbbdd,336,137,1,3
3,10,,47,0xcc11,298,151,1,0
4,10,,47,0xbbee,224,150,1,2
5,10,,47,0xcc33,315,165,1,1
6,10,,47,0xcc66,200,175,1,0
7,10,,47,0xbbff,318,68,1,6
,,,,,,,,
1,10,,48,0xcc22,219,71,1,9
2,10,,48,0xbbdd,336,138,1,3
3,10,,48,0xcc11,296,152,1,0
4,10,,48,0xbbee,225,151,1,2
5,10,,48,0xcc33,311,166,1,1
6,10,,48,0xcc66,202,176,1,0
,,,,,,,,
1,10,,49,0xcc22,219,72,1,9
2,10,,49,0xbbdd,336,139,1,3
3,10,,49,0xcc11,299,153,1,0
4,10,,49,0xbbee,224,152,1,2
5,10,,49,0xcc33,317,167,1,1
6,10,,49,0xcc66,201,177,1,0
7,10,,49,0xbbff,322,69,1,6
,,,,,,,,
1,10,,50,0xcc22,221,73,1,9
2,10,,50,0xbbdd,338,140,1,3
3,10,,50,0xcc11,301,154,1,0
4,10,,50,0xbbee,221,153,1,2
5,10,,50,0xcc33,316,168,1,1
6,10,,50,0xcc66,199,178,1,0
,,,,,,,,
1,10,,51,0xcc22,220,74,1,9
2,10,,51,0xbbdd,334,141,1,3
3,10,,51,0xcc11,297,155,1,0
4,10,,51,0xbbee,222,154,1,2
5,10,,51,0xcc33,316,169,1,1
6,10,,51,0xcc66,198,179,1,0
,,,,,,,,
1,10,,52,0xbbdd,333,142,1,3
2,10,,52,0xcc11,293,156,1,0
3,10,,52,0xbbee,224,155,1,2
4,10,,52,0xcc33,317,170,1,1
5,10,,52,0xcc66,205,180,1,0
6,10,,52,0xbbff,316,70,1,6
,,,,,,,,
1,10,,53,0xcc22,216,75,1,9
2,10,,53,0xbbdd,336,143,1,3
3,10,,53,0xcc11,297,157,1,0
4,10,,53,0xbbee,225,156,1,2
5,10,,53,0xcc33,313,171,1,1
6,10,,53,0xcc66,201,181,1,0
,,,,,,,,
1,10,,54,0xbbdd,340,144,1,3
2,10,,54,0xcc11,299,158,1,0
3,10,,54,0xbbee,226,157,1,2
4,10,,54,0xcc33,312,172,1,1
5,10,,54,0xcc66,199,182,1,0
6,10,,54,0xbbff,322,71,1,6
,,,,,,,,
1,10,,55,0xbbdd,341,145,1,3
2,10,,55,0xcc11,306,159,1,0
3,10,,55,0xbbee,225,158,1,2
4,10,,55,0xcc33,314,173,1,1
5,10,,55,0xcc66,196,183,1,0
,,,,,,,,
1,10,,56,0xbbdd,344,146,1,3
2,10,,56,0xcc11,302,160,1,0
3,10,,56,0xbbee,222,159,1,2
4,10,,56,0xcc33,317,174,1,1
5,10,,56,0xcc66,204,184,1,0
6,10,,56,0xbbff,318,72,1,6
,,,,,,,,
1,10,,57,0xbbdd,344,147,1,3
2,10,,57,0xcc11,302,161,1,0
3,10,,57,0xbbee,206,160,1,2
4,10,,57,0xcc33,322,175,1,1
5,10,,57,0xcc66,202,185,1,0
6,10,,57,0xbbff,316,73,1,6
,,,,,,,,
1,10,,58,0xbbdd,347,148,1,3
2,10,,58,0xcc11,301,162,1,0
3,10,,58,0xbbee,207,161,1,2
4,10,,58,0xcc33,315,176,1,1
5,10,,58,0xcc66,203,186,1,0
,,,,,,,,
1,10,,59,0xbbdd,344,149,1,3
2,10,,59,0xcc11,304,163,1,0
3,10,,59,0xbbee,206,162,1,2
4,10,,59,0xcc33,323,177,1,1
5,10,,59,0xcc66,209,187,1,0
,,,,,,,,
1,10,,59,0xcc22,222,1,1,0
2,10,,59,0xbbdd,338,150,1,3
3,10,,59,0xcc11,297,164,1,0
4,10,,59,0xbbee,224,163,1,2
5,10,,59,0xcc33,313,178,1,1
6,10,,59,0xcc66,202,188,1,0
7,10,,59,0xbbff,319,74,1,6
,,,,,,,,
1,11,,0,0xcc22,220,2,1,0
2,11,,0,0xbbdd,338,151,1,3
3,11,,0,0xcc11,297,165,1,0
4,11,,0,0xbbee,225,164,1,2
5,11,,0,0xcc33,314,179,1,1
6,11,,0,0xcc66,206,189,1,0
,,,,,,,,
1,11,,1,0xbbdd,337,152,1,3
2,11,,1,0xcc11,300,166,1,0
3,11,,1,0xbbee,223,165,1,2
4,11,,1,0xcc33,315,180,1,1
5,11,,1,0xcc66,203,190,1,0
,,,,,,,,
1,11,,3,0xbbdd,334,153,1,3
2,11,,3,0xcc11,297,167,1,0
3,11,,3,0xbbee,225,166,1,2
4,11,,3,0xcc33,317,181,1,1
5,11,,3,0xcc66,193,191,1,0
6,11,,3,0xbbff,317,75,1,6
,,,,,,,,
1,11,,3,0xcc22,223,3,1,1
2,11,,3,0xbbdd,339,154,1,3
3,11,,3,0xcc11,298,168,1,0
4,11,,3,0xbbee,223,167,1,2
5,11,,3,0xcc33,314,182,1,1
6,11,,3,0xcc66,203,192,1,0
7,11,,3,0xbbff,316,76,1,6
,,,,,,,,
1,11,,4,0xbbdd,335,155,1,3
2,11,,4,0xcc11,296,169,1,0
3,11,,4,0xbbee,224,168,1,2
4,11,,4,0xcc33,314,183,1,1
5,11,,4,0xcc66,199,193,1,0
6,11,,4,0xbbff,318,77,1,6
,,,,,,,,
1,11,,5,0xcc22,221,4,1,1
2,11,,5,0xbbdd,338,156,1,3
3,11,,5,0xcc11,301,170,1,0
4,11,,5,0xbbee,226,169,1,2
5,11,,5,0xcc33,314,184,1,1
6,11,,5,0xcc66,201,194,1,0
,,,,,,,,
1,11,,6,0xcc22,227,5,1,1
2,11,,6,0xbbdd,339,157,1,3
3,11,,6,0xcc11,300,171,1,0
4,11,,6,0xbbee,228,170,1,2
5,11,,6,0xcc33,315,185,1,1
6,11,,6,0xcc66,200,195,1,0
7,11,,6,0xbbff,317,78,1,6
,,,,,,,,
1,11,,7,0xcc22,221,6,1,1
2,11,,7,0xbbdd,346,158,1,3
3,11,,7,0xcc11,298,172,1,0
4,11,,7,0xbbee,225,171,1,2
5,11,,7,0xcc33,318,186,1,1
6,11,,7,0xcc66,201,196,1,0
7,11,,7,0xbbff,316,79,1,6
,,,,,,,,
1,11,,8,0xcc22,221,7,1,1
2,11,,8,0xbbdd,336,159,1,3
3,11,,8,0xcc11,299,173,1,0
4,11,,8,0xbbee,223,172,1,2
5,11,,8,0xcc33,316,187,1,1
6,11,,8,0xcc66,200,197,1,0
,,,,,,,,
1,11,,9,0xcc22,222,8,1,1
2,11,,9,0xbbdd,338,160,1,3
3,11,,9,0xcc11,296,174,1,0
4,11,,9,0xbbee,227,173,1,2
5,11,,9,0xcc33,318,188,1,1
6,11,,9,0xcc66,206,198,1,0
7,11,,9,0xbbff,322,80,1,6
,,,,,,,,
1,11,,10,0xbbdd,332,161,1,3
2,11,,10,0xcc11,292,175,1,0
3,11,,10,0xbbee,224,174,1,2
4,11,,10,0xcc33,315,189,1,1
5,11,,10,0xcc66,200,199,1,0
6,11,,10,0xbbff,320,81,1,6
,,,,,,,,
1,11,,12,0xcc22,221,9,1,1
2,11,,12,0xbbdd,336,162,1,3
3,11,,12,0xcc11,297,176,1,0
4,11,,12,0xbbee,226,175,1,2
5,11,,12,0xcc33,316,190,1,1
6,11,,12,0xcc66,199,200,1,0
,,,,,,,,
1,11,,13,0xbbdd,334,163,1,3
2,11,,13,0xcc11,297,177,1,0
3,11,,13,0xbbee,224,176,1,2
4,11,,13,0xcc33,315,191,1,1
5,11,,13,0xcc66,200,201,1,0
6,11,,13,0xbbff,322,82,1,6
,,,,,,,,
1,11,,14,0xcc22,218,10,1,1
2,11,,14,0xbbdd,337,164,1,3
3,11,,14,0xcc11,302,178,1,0
4,11,,14,0xbbee,226,177,1,2
5,11,,14,0xcc33,315,192,1,1
6,11,,14,0xcc66,201,202,1,0
7,11,,14,0xbbff,319,83,1,6
,,,,,,,,
1,11,,15,0xcc22,223,11,1,1
2,11,,15,0xbbdd,342,165,1,3
3,11,,15,0xcc11,299,179,1,0
4,11,,15,0xbbee,222,178,1,2
5,11,,15,0xcc33,316,193,1,1
6,11,,15,0xcc66,201,203,1,0
7,11,,15,0xbbff,318,84,1,6
,,,,,,,,
1,11,,16,0xcc22,223,12,1,1
2,11,,16,0xbbdd,336,166,1,3
3,11,,16,0xcc11,295,180,1,0
4,11,,16,0xbbee,223,179,1,2
5,11,,16,0xcc33,313,194,1,1
6,11,,16,0xcc66,197,204,1,0
,,,,,,,,
1,11,,17,0xcc22,220,13,1,1
2,11,,17,0xbbdd,340,167,1,3
3,11,,17,0xcc11,301,181,1,0
4,11,,17,0xbbee,227,180,1,2
5,11,,17,0xcc33,323,195,1,1
6,11,,17,0xcc66,207,205,1,0
7,11,,17,0xbbff,321,85,1,6
,,,,,,,,
1,11,,18,0xcc22,219,14,1,1
2,11,,18,0xbbdd,337,168,1,3
3,11,,18,0xcc11,301,182,1,0
4,11,,18,0xbbee,226,181,1,2
5,11,,18,0xcc33,325,196,1,1
6,11,,18,0xcc66,196,206,1,0
,,,,,,,,
1,11,,19,0xcc22,225,15,1,1
2,11,,19,0xbbdd,340,169,1,3
3,11,,19,0xcc11,302,183,1,0
4,11,,19,0xbbee,226,182,1,2
5,11,,19,0xcc33,315,197,1,1
6,11,,19,0xcc66,203,207,1,0
7,11,,19,0xbbff,317,86,1,6
,,,,,,,,
1,11,,20,0xcc22,224,16,1,1
2,11,,20,0xbbdd,338,170,1,3
3,11,,20,0xcc11,300,184,1,0
4,11,,20,0xbbee,221,183,1,2
5,11,,20,0xcc33,311,198,1,1
6,11,,20,0xcc66,198,208,1,0
7,11,,20,0xbbff,318,87,1,6
,,,,,,,,
1,11,,21,0xbbdd,340,171,1,3
2,11,,21,0xcc11,305,185,1,0
3,11,,21,0xbbee,224,184,1,2
4,11,,21,0xcc33,314,199,1,1
5,11,,21,0xcc66,199,209,1,0
6,11,,21,0xbbff,318,88,1,6
,,,,,,,,
1,11,,22,0xcc22,225,17,1,2
2,11,,22,0xbbdd,338,172,1,3
3,11,,22,0xcc11,299,186,1,0
4,11,,22,0xbbee,225,185,1,2
5,11,,22,0xcc33,316,200,1,1
6,11,,22,0xcc66,196,210,1,0
,,,,,,,,
1,11,,22,0xcc22,219,18,1,2
2,11,,22,0xbbdd,337,173,1,3
3,11,,22,0xcc11,300,187,1,0
4,11,,22,0xbbee,220,186,1,2
5,11,,22,0xcc33,309,201,1,1
6,11,,22,0xbbff,320,89,1,6
,,,,,,,,
1,11,,23,0xcc22,220,19,1,2
2,11,,23,0xbbdd,335,174,1,3
3,11,,23,0xcc11,302,188,1,0
4,11,,23,0xbbee,220,187,1,2
5,11,,23,0xcc33,308,202,1,1
6,11,,23,0xbbff,319,90,1,6
,,,,,,,,
1,11,,24,0xcc22,219,20,1,2
2,11,,24,0xbbdd,333,175,1,3
3,11,,24,0xcc11,297,189,1,0
4,11,,24,0xbbee,218,188,1,2
5,11,,24,0xcc33,312,203,1,1
,,,,,,,,
1,11,,25,0xcc22,223,21,1,2
2,11,,25,0xbbdd,335,176,1,3
3,11,,25,0xcc11,297,190,1,0
4,11,,25,0xbbee,221,189,1,2
5,11,,25,0xcc33,314,204,1,1
,,,,,,,,
1,11,,26,0xbbdd,335,177,1,3
2,11,,26,0xcc11,302,191,1,0
3,11,,26,0xbbee,219,190,1,2
4,11,,26,0xcc33,309,205,1,1
5,11,,26,0xbbff,319,91,1,6
,,,,,,,,
1,11,,27,0xcc22,219,22,1,3
2,11,,27,0xbbdd,339,178,1,3
3,11,,27,0xcc11,298,192,1,0
4,11,,27,0xbbee,219,191,1,2
5,11,,27,0xcc33,312,206,1,1
6,11,,27,0xbbff,315,92,1,6
,,,,,,,,
1,11,,29,0xcc22,220,23,1,3
2,11,,29,0xbbdd,339,179,1,3
3,11,,29,0xcc11,297,193,1,0
4,11,,29,0xbbee,218,192,1,2
5,11,,29,0xcc33,311,207,1,1
6,11,,29,0xbbff,322,93,1,6
,,,,,,,,
1,11,,29,0xcc22,225,24,1,3
2,11,,29,0xbbdd,343,180,1,3
3,11,,29,0xcc11,300,194,1,0
4,11,,29,0xbbee,219,193,1,2
5,11,,29,0xcc33,311,208,1,1
6,11,,29,0xbbff,318,94,1,6
,,,,,,,,
1,11,,33,0xcc22,218,25,1,3
2,11,,33,0xbbdd,338,181,1,3
3,11,,33,0xcc11,296,195,1,0
4,11,,33,0xbbee,220,194,1,2
5,11,,33,0xcc33,310,209,1,1
,,,,,,,,
1,11,,33,0xcc22,226,26,1,3
2,11,,33,0xbbdd,337,182,1,3
3,11,,33,0xcc11,298,196,1,0
4,11,,33,0xbbee,219,195,1,2
5,11,,33,0xcc33,316,210,1,1
,,,,,,,,
1,11,,33,0xcc22,219,27,1,3
2,11,,33,0xbbdd,334,183,1,3
3,11,,33,0xcc11,299,197,1,0
4,11,,33,0xbbee,219,196,1,2
5,11,,33,0xcc33,313,211,1,1
,,,,,,,,
1,11,,36,0xcc22,225,28,1,3
2,11,,36,0xbbdd,340,184,1,3
3,11,,36,0xcc11,297,198,1,0
4,11,,36,0xbbee,219,197,1,2
5,11,,36,0xcc33,305,212,1,1
,,,,,,,,
1,11,,36,0xcc22,217,29,1,3
2,11,,36,0xbbdd,338,185,1,3
3,11,,36,0xcc11,299,199,1,0
4,11,,36,0xbbee,217,198,1,2
5,11,,36,0xcc33,315,213,1,1
,,,,,,,,
1,11,,36,0xcc22,220,30,1,3
2,11,,36,0xbbdd,337,186,1,3
3,11,,36,0xcc11,299,200,1,0
4,11,,36,0xbbee,213,199,1,2
,,,,,,,,
1,11,,37,0xcc22,221,31,1,3
2,11,,37,0xbbdd,336,187,1,3
3,11,,37,0xcc11,297,201,1,0
4,11,,37,0xbbee,214,200,1,2
,,,,,,,,
1,11,,38,0xcc22,222,32,1,3
2,11,,38,0xbbdd,337,188,1,3
3,11,,38,0xcc11,297,202,1,0
4,11,,38,0xbbee,213,201,1,2
,,,,,,,,
1,11,,42,0xcc22,227,33,1,3
2,11,,42,0xbbdd,339,189,1,3
3,11,,42,0xcc11,302,203,1,0
4,11,,42,0xbbee,209,202,1,2
,,,,,,,,
1,11,,42,0xcc22,218,34,1,3
2,11,,42,0xbbdd,340,190,1,3
3,11,,42,0xcc11,299,204,1,0
4,11,,42,0xbbee,215,203,1,2
,,,,,,,,
1,11,,42,0xcc22,216,35,1,3
2,11,,42,0xbbdd,340,191,1,3
3,11,,42,0xcc11,300,205,1,0
4,11,,42,0xbbee,212,204,1,2
,,,,,,,,
1,11,,42,0xcc22,221,36,1,3
2,11,,42,0xbbdd,337,192,1,3
3,11,,42,0xcc11,296,206,1,0
4,11,,42,0xbbee,214,205,1,2
,,,,,,,,
1,11,,44,0xcc22,224,37,1,3
2,11,,44,0xbbdd,338,193,1,3
3,11,,44,0xcc11,298,207,1,0
4,11,,44,0xbbee,215,206,1,2
,,,,,,,,
1,11,,44,0xcc22,221,38,1,3
2,11,,44,0xbbdd,337,194,1,3
3,11,,44,0xcc11,296,208,1,0
,,,,,,,,
1,11,,45,0xcc22,220,39,1,3
2,11,,45,0xbbdd,339,195,1,3
3,11,,45,0xcc11,300,209,1,0
,,,,,,,,
1,11,,45,0xcc22,218,40,1,3
2,11,,45,0xbbdd,336,196,1,3
3,11,,45,0xcc11,300,210,1,0
,,,,,,,,
1,11,,46,0xcc22,219,41,1,3
2,11,,46,0xbbdd,337,197,1,3
3,11,,46,0xcc11,302,211,1,0
,,,,,,,,
1,11,,47,0xbbdd,342,198,1,3
2,11,,47,0xcc11,300,212,1,0
,,,,,,,,
1,11,,48,0xcc22,222,42,1,4
2,11,,48,0xbbdd,338,199,1,3
3,11,,48,0xcc11,299,213,1,0
,,,,,,,,
1,11,,49,0xcc22,217,43,1,4
2,11,,49,0xbbdd,335,200,1,3
3,11,,49,0xcc11,295,214,1,0
,,,,,,,,
1,11,,52,0xcc22,218,44,1,4
2,11,,52,0xbbdd,340,201,1,3
3,11,,52,0xcc11,296,215,1,0
,,,,,,,,
1,11,,52,0xcc22,219,45,1,4
2,11,,52,0xbbdd,339,202,1,3
3,11,,52,0xcc11,291,216,1,0
,,,,,,,,
1,11,,53,0xcc22,221,46,1,4
2,11,,53,0xbbdd,336,203,1,3
3,11,,53,0xcc11,296,217,1,0
,,,,,,,,
1,11,,54,0xcc22,222,47,1,4
2,11,,54,0xbbdd,336,204,1,3
3,11,,54,0xcc11,293,218,1,0
,,,,,,,,
1,11,,54,0xbbdd,343,205,1,3
2,11,,54,0xcc11,300,219,1,0
,,,,,,,,
1,11,,57,0xbbdd,337,206,1,3
2,11,,57,0xcc11,301,220,1,0
,,,,,,,,
1,11,,57,0xbbdd,339,207,1,3
2,11,,57,0xcc11,301,221,1,0
,,,,,,,,
1,11,,57,0xbbdd,339,208,1,3
2,11,,57,0xcc11,302,222,1,0
,,,,,,,,
1,12,,1,0xbbdd,340,209,1,3
,,,,,,,,
1,12,,1,0xbbdd,334,210,1,3
,,,,,,,,
1,12,,1,0xbbdd,336,211,1,3
,,,,,,,,
1,12,,1,0xbbdd,337,212,1,3
,,,,,,,,
1,12,,3,0xbbdd,334,213,1,3
,,,,,,,,
1,12,,4,0xbbdd,339,214,1,3
,,,,,,,,
1,12,,5,0xbbdd,338,215,1,3
,,,,,,,,
1,12,,6,0xbbdd,337,216,1,3
,,,,,,,,
1,12,,6,0xbbdd,335,217,1,3
,,,,,,,,
1,12,,8,0xbbdd,333,218,1,3
,,,,,,,,
1,12,,9,0xbbdd,334,219,1,3
,,,,,,,,
1,12,,10,0xbbdd,332,220,1,3
,,,,,,,,
1,12,,11,0xbbdd,336,221,1,3
