, tag_id, distance, min, sec, index, id,times,  interval,  absence,,time,time
117,52292,66,0,48,1,  0xcc44,32,3,0,117,137,137
117,48093,582,0,48,2,  0xbbdd,51,2,0,117,137,137
117,48076,475,0,48,3,  0xbbcc,107,1,0,117,137,137
117,48127,749,0,48,4,  0xbbff,114,1,1,117,137,137
117,48110,1620,0,48,5,  0xbbee,135,1,0,117,137,137
118,48042,947,0,49,1,  0xbbaa,36,3,0,118,138,138
118,48076,487,0,49,2,  0xbbcc,108,1,0,118,138,138
118,48127,744,0,49,3,  0xbbff,115,1,1,118,138,138
118,52258,813,0,49,4,  0xcc22,61,2,0,118,138,138
118,52241,1205,0,49,5,  0xcc11,68,2,0,118,138,138
118,48110,1611,0,49,6,  0xbbee,136,1,0,118,138,138
119,48093,592,0,50,1,  0xbbdd,52,2,0,119,139,139
119,48076,480,0,50,2,  0xbbcc,109,1,0,119,139,139
119,48127,742,0,50,3,  0xbbff,116,1,1,119,139,139
119,48110,1616,0,50,4,  0xbbee,137,1,0,119,139,139
120,52292,68,0,51,1,  0xcc44,33,3,0,120,140,140
120,52275,211,0,51,2,  0xcc33,26,4,0,120,140,140
120,48076,477,0,51,3,  0xbbcc,110,1,0,120,140,140
120,48127,750,0,51,4,  0xbbff,117,1,1,120,140,140
120,52241,1191,0,51,5,  0xcc11,69,2,0,120,140,140
120,48110,1615,0,51,6,  0xbbee,138,1,0,120,140,140
121,48093,590,0,52,1,  0xbbdd,53,2,0,121,141,141
121,48042,931,0,52,2,  0xbbaa,37,3,0,121,141,141
121,48076,479,0,52,3,  0xbbcc,111,1,0,121,141,141
121,48127,752,0,52,4,  0xbbff,118,1,1,121,141,141
121,48110,1614,0,52,5,  0xbbee,139,1,0,121,141,141
122,48076,489,0,53,1,  0xbbcc,112,1,0,122,142,142
122,48127,744,0,53,2,  0xbbff,119,1,1,122,142,142
122,52258,803,0,53,3,  0xcc22,62,2,0,122,142,142
122,52241,1203,0,53,4,  0xcc11,70,2,0,122,142,142
122,48110,1614,0,53,5,  0xbbee,140,1,0,122,142,142
123,52292,69,0,54,1,  0xcc44,34,3,0,123,143,143
123,48093,587,0,54,2,  0xbbdd,54,2,0,123,143,143
123,48076,476,0,54,3,  0xbbcc,113,1,0,123,143,143
123,48127,755,0,54,4,  0xbbff,120,1,1,123,143,143
123,48110,1616,0,54,5,  0xbbee,141,1,0,123,143,143
124,52275,216,0,55,1,  0xcc33,27,4,0,124,144,144
124,48042,935,0,55,2,  0xbbaa,38,3,0,124,144,144
124,48076,482,0,55,3,  0xbbcc,114,1,0,124,144,144
124,48127,750,0,55,4,  0xbbff,121,1,1,124,144,144
124,52258,813,0,55,5,  0xcc22,63,2,0,124,144,144
124,52241,1196,0,55,6,  0xcc11,71,2,0,124,144,144
124,48110,1619,0,55,7,  0xbbee,142,1,0,124,144,144
125,48093,591,0,56,1,  0xbbdd,55,2,0,125,145,145
125,48076,486,0,56,2,  0xbbcc,115,1,0,125,145,145
125,48127,743,0,56,3,  0xbbff,122,1,1,125,145,145
125,48110,1618,0,56,4,  0xbbee,143,1,0,125,145,145
126,52292,70,0,57,1,  0xcc44,35,3,0,126,146,146
126,48076,488,0,57,2,  0xbbcc,116,1,0,126,146,146
126,48127,745,0,57,3,  0xbbff,123,1,1,126,146,146
126,52258,817,0,57,4,  0xcc22,64,2,0,126,146,146
126,52241,1201,0,57,5,  0xcc11,72,2,0,126,146,146
126,48110,1612,0,57,6,  0xbbee,144,1,0,126,146,146
127,48093,589,0,58,1,  0xbbdd,56,2,0,127,147,147
127,48042,933,0,58,2,  0xbbaa,39,3,0,127,147,147
127,48076,479,0,58,3,  0xbbcc,117,1,0,127,147,147
127,48127,747,0,58,4,  0xbbff,124,1,1,127,147,147
127,48110,1617,0,58,5,  0xbbee,145,1,0,127,147,147
