min, sec, tag_id, distance,times, interval,  absence
57,40,0xbbff,319,129,1,2

57,41,0xcc22,215,78,1,0
57,41,0xbbdd,337,81,1,1
57,41,0xcc11,301,92,1,0
57,41,0xbbee,227,113,1,5
57,41,0xcc33,321,130,1,3
57,41,0xcc66,204,144,1,0

57,42,0xcc22,220,79,1,0
57,42,0xbbdd,338,82,1,1
57,42,0xcc11,303,93,1,0
57,42,0xbbee,227,114,1,5
57,42,0xcc33,323,131,1,3
57,42,0xcc66,206,145,1,0
57,42,0xbbff,321,130,1,2

57,43,0xcc22,219,80,1,0
57,43,0xbbdd,338,83,1,1
57,43,0xcc11,298,94,1,0
57,43,0xbbee,224,115,1,5
57,43,0xcc33,320,132,1,3
57,43,0xcc66,201,146,1,0
57,43,0xbbff,318,131,1,2

57,44,0xcc22,221,81,1,0
57,44,0xbbdd,336,84,1,1
57,44,0xcc11,302,95,1,0
57,44,0xbbee,227,116,1,5
57,44,0xcc66,201,147,1,0
57,44,0xbbff,319,132,1,2

57,45,0xcc22,218,82,1,0
57,45,0xbbdd,340,85,1,1
57,45,0xcc11,300,96,1,0
57,45,0xbbee,227,117,1,5
57,45,0xcc33,320,133,1,3
57,45,0xcc66,202,148,1,0

57,46,0xcc22,219,83,1,0
57,46,0xbbdd,333,86,1,1
57,46,0xcc11,300,97,1,0
57,46,0xbbee,226,118,1,5
57,46,0xcc33,318,134,1,3
57,46,0xcc66,208,149,1,0
57,46,0xbbff,318,133,1,2

57,48,0xcc22,223,84,1,0
57,48,0xbbdd,339,87,1,1
57,48,0xcc11,298,98,1,0
57,48,0xbbee,226,119,1,5
57,48,0xcc33,323,135,1,3
57,48,0xcc66,200,150,1,0
57,48,0xbbff,318,134,1,2

57,48,0xcc22,218,85,1,0
57,48,0xbbdd,340,88,1,1
57,48,0xcc11,303,99,1,0
57,48,0xbbee,224,120,1,5
57,48,0xcc33,323,136,1,3
57,48,0xcc66,211,151,1,0
57,48,0xbbff,317,135,1,2

57,49,0xcc22,221,86,1,0
57,49,0xbbdd,340,89,1,1
57,49,0xcc11,300,100,1,0
57,49,0xbbee,223,121,1,5
57,49,0xcc33,320,137,1,3
57,49,0xcc66,204,152,1,0
57,49,0xbbff,322,136,1,2

57,50,0xcc22,217,87,1,0
57,50,0xbbdd,335,90,1,1
57,50,0xcc11,300,101,1,0
57,50,0xbbee,226,122,1,5
57,50,0xcc33,322,138,1,3
57,50,0xcc66,204,153,1,0
57,50,0xbbff,322,137,1,2

57,51,0xcc22,224,88,1,0
57,51,0xbbdd,333,91,1,1
57,51,0xcc11,299,102,1,0
57,51,0xbbee,224,123,1,5
57,51,0xcc33,321,139,1,3
57,51,0xcc66,201,154,1,0
57,51,0xbbff,319,138,1,2

57,52,0xcc22,218,89,1,0
57,52,0xbbdd,337,92,1,1
57,52,0xcc11,300,103,1,0
57,52,0xbbee,223,124,1,5
57,52,0xcc33,319,140,1,3
57,52,0xcc66,203,155,1,0
57,52,0xbbff,319,139,1,2

57,53,0xcc22,221,90,1,0
57,53,0xbbdd,337,93,1,1
57,53,0xcc11,304,104,1,0
57,53,0xbbee,221,125,1,5
57,53,0xcc33,320,141,1,3
57,53,0xcc66,202,156,1,0
57,53,0xbbff,318,140,1,2

57,55,0xcc22,220,91,1,0
57,55,0xbbdd,334,94,1,1
57,55,0xcc11,302,105,1,0
57,55,0xbbee,228,126,1,5
57,55,0xcc33,320,142,1,3
57,55,0xcc66,204,157,1,0
57,55,0xbbff,323,141,1,2

57,55,0xcc22,213,92,1,0
57,55,0xcc11,302,106,1,0
57,55,0xcc33,317,143,1,3
57,55,0xcc66,203,158,1,0

57,55,0xcc22,219,93,1,0
57,55,0xbbdd,339,95,1,2
57,55,0xcc11,301,107,1,0
57,55,0xbbee,225,127,1,5
57,55,0xcc33,324,144,1,3
57,55,0xcc66,203,159,1,0
57,55,0xbbff,318,142,1,2

57,57,0xcc22,218,94,1,0
57,57,0xbbdd,340,96,1,2
57,57,0xcc11,300,108,1,0
57,57,0xbbee,228,128,1,5
57,57,0xcc33,322,145,1,3
57,57,0xcc66,206,160,1,0
57,57,0xbbff,320,143,1,2

57,57,0xcc22,218,95,1,0
57,57,0xbbdd,336,97,1,2
57,57,0xcc11,303,109,1,0
57,57,0xbbee,223,129,1,5
57,57,0xcc33,325,146,1,3
57,57,0xcc66,202,161,1,0
57,57,0xbbff,320,144,1,2

57,59,0xcc22,216,96,1,0
57,59,0xbbdd,337,98,1,2
57,59,0xcc11,302,110,1,0
57,59,0xbbee,224,130,1,5
57,59,0xcc33,322,147,1,3
57,59,0xcc66,199,162,1,0
57,59,0xbbff,319,145,1,2

58,00,0xcc22,224,97,1,0
58,00,0xbbdd,336,99,1,2
58,00,0xcc11,300,111,1,0
58,00,0xbbee,223,131,1,5
58,00,0xcc33,321,148,1,3
58,00,0xcc66,203,163,1,0
58,00,0xbbff,321,146,1,2

58,01,0xcc22,217,98,1,0
58,01,0xbbdd,334,100,1,2
58,01,0xcc11,300,112,1,0
58,01,0xbbee,224,132,1,5
58,01,0xcc33,320,149,1,3
58,01,0xcc66,207,164,1,0
58,01,0xbbff,322,147,1,2

58,02,0xcc22,218,99,1,0
58,02,0xbbdd,340,101,1,2
58,02,0xcc11,300,113,1,0
58,02,0xbbee,226,133,1,5
58,02,0xcc33,320,150,1,3
58,02,0xcc66,207,165,1,0

58,03,0xcc22,225,100,1,0
58,03,0xbbdd,335,102,1,2
58,03,0xcc11,300,114,1,0
58,03,0xbbee,225,134,1,5
58,03,0xcc33,323,151,1,3
58,03,0xcc66,210,166,1,0
58,03,0xbbff,319,148,1,2

58,04,0xcc22,216,101,1,0
58,04,0xbbdd,342,103,1,2
58,04,0xcc11,303,115,1,0
58,04,0xbbee,227,135,1,5
58,04,0xcc33,322,152,1,3
58,04,0xcc66,200,167,1,0
58,04,0xbbff,322,149,1,2

58,05,0xcc22,220,102,1,0
58,05,0xbbdd,336,104,1,2
58,05,0xcc11,298,116,1,0
58,05,0xbbee,227,136,1,5
58,05,0xcc33,323,153,1,3
58,05,0xcc66,201,168,1,0
58,05,0xbbff,319,150,1,2

58,06,0xcc22,220,103,1,0
58,06,0xbbdd,336,105,1,2
58,06,0xcc11,302,117,1,0
58,06,0xbbee,224,137,1,5
58,06,0xcc33,320,154,1,3
58,06,0xcc66,197,169,1,0
58,06,0xbbff,317,151,1,2

58,07,0xcc22,221,104,1,0
58,07,0xbbdd,337,106,1,2
58,07,0xcc11,304,118,1,0
58,07,0xbbee,226,138,1,5
58,07,0xcc33,320,155,1,3
58,07,0xcc66,204,170,1,0
58,07,0xbbff,320,152,1,2

58,08,0xcc22,218,105,1,0
58,08,0xbbdd,334,107,1,2
58,08,0xcc11,298,119,1,0
58,08,0xbbee,224,139,1,5
58,08,0xcc33,321,156,1,3
58,08,0xcc66,202,171,1,0
58,08,0xbbff,318,153,1,2

58,09,0xcc22,220,106,1,0
58,09,0xbbdd,340,108,1,2
58,09,0xcc11,303,120,1,0
58,09,0xbbee,222,140,1,5
58,09,0xcc66,205,172,1,0
58,09,0xbbff,322,154,1,2

58,10,0xcc22,216,107,1,0
58,10,0xbbdd,341,109,1,2
58,10,0xcc11,301,121,1,0
58,10,0xbbee,226,141,1,5
58,10,0xcc33,318,157,1,3
58,10,0xcc66,202,173,1,0
58,10,0xbbff,320,155,1,2

58,11,0xcc22,218,108,1,0
58,11,0xbbdd,338,110,1,2
58,11,0xcc11,303,122,1,0
58,11,0xbbee,223,142,1,5
58,11,0xcc33,325,158,1,3
58,11,0xcc66,206,174,1,0

58,12,0xcc22,218,109,1,0
58,12,0xbbdd,339,111,1,2
58,12,0xcc11,301,123,1,0
58,12,0xbbee,226,143,1,5
58,12,0xcc33,323,159,1,3
58,12,0xcc66,205,175,1,0
58,12,0xbbff,318,156,1,2

58,13,0xcc22,222,110,1,0
58,13,0xbbdd,340,112,1,2
58,13,0xcc11,302,124,1,0
58,13,0xbbee,220,144,1,5
58,13,0xcc33,322,160,1,3
58,13,0xcc66,206,176,1,0
58,13,0xbbff,319,157,1,2

58,14,0xcc22,221,111,1,0
58,14,0xbbdd,340,113,1,2
58,14,0xcc11,303,125,1,0
58,14,0xbbee,224,145,1,5
58,14,0xcc33,325,161,1,3
58,14,0xcc66,207,177,1,0
58,14,0xbbff,318,158,1,2

58,15,0xcc22,223,112,1,0
58,15,0xbbdd,338,114,1,2
58,15,0xcc11,301,126,1,0
58,15,0xbbee,226,146,1,5
58,15,0xcc33,320,162,1,3
58,15,0xcc66,206,178,1,0
58,15,0xbbff,320,159,1,2

58,16,0xcc22,219,113,1,0
58,16,0xbbdd,341,115,1,2
58,16,0xcc11,300,127,1,0
58,16,0xbbee,224,147,1,5
58,16,0xcc33,323,163,1,3
58,16,0xcc66,206,179,1,0

58,17,0xcc22,219,114,1,0
58,17,0xcc11,301,128,1,0
58,17,0xbbee,221,148,1,5
58,17,0xcc33,323,164,1,3
58,17,0xcc66,207,180,1,0

58,17,0xcc22,215,115,1,0
58,17,0xbbdd,333,116,1,2
58,17,0xcc11,299,129,1,0
58,17,0xbbee,226,149,1,5
58,17,0xcc33,324,165,1,3
58,17,0xcc66,210,181,1,0

58,18,0xcc22,223,116,1,0
58,18,0xbbdd,335,117,1,2
58,18,0xcc11,302,130,1,0
58,18,0xbbee,224,150,1,5
58,18,0xcc33,323,166,1,3
58,18,0xcc66,204,182,1,0
58,18,0xbbff,321,160,1,2

58,19,0xcc22,216,117,1,0
58,19,0xcc11,307,131,1,0
58,19,0xbbee,227,151,1,5
58,19,0xcc33,324,167,1,3
58,19,0xcc66,207,183,1,0
58,19,0xbbff,325,161,1,2

58,21,0xcc22,219,118,1,0
58,21,0xbbdd,341,118,1,3
58,21,0xcc11,302,132,1,0
58,21,0xbbee,223,152,1,5
58,21,0xcc33,321,168,1,3
58,21,0xcc66,202,184,1,0
58,21,0xbbff,317,162,1,2

58,23,0xcc22,216,119,1,0
58,23,0xbbdd,340,119,1,3
58,23,0xcc11,299,133,1,0
58,23,0xbbee,226,153,1,5
58,23,0xcc33,324,169,1,3
58,23,0xcc66,204,185,1,0
58,23,0xbbff,324,163,1,2

58,23,0xcc22,222,120,1,0
58,23,0xbbdd,337,120,1,3
58,23,0xcc11,302,134,1,0
58,23,0xbbee,228,154,1,5
58,23,0xcc33,318,170,1,3
58,23,0xcc66,207,186,1,0
58,23,0xbbff,314,164,1,2

58,23,0xcc22,219,121,1,0
58,23,0xbbdd,336,121,1,3
58,23,0xcc11,303,135,1,0
58,23,0xbbee,226,155,1,5
58,23,0xcc33,314,171,1,3
58,23,0xcc66,204,187,1,0

58,26,0xcc22,223,122,1,0
58,26,0xbbdd,337,122,1,3
58,26,0xcc11,302,136,1,0
58,26,0xbbee,224,156,1,5
58,26,0xcc33,321,172,1,3
58,26,0xcc66,207,188,1,0
58,26,0xbbff,320,165,1,2

58,26,0xcc22,216,123,1,0
58,26,0xbbdd,341,123,1,3
58,26,0xcc11,299,137,1,0
58,26,0xbbee,223,157,1,5
58,26,0xcc33,325,173,1,3
58,26,0xcc66,206,189,1,0
58,26,0xbbff,317,166,1,2

58,26,0xcc22,219,124,1,0
58,26,0xbbdd,339,124,1,3
58,26,0xcc11,301,138,1,0
58,26,0xbbee,226,158,1,5
58,26,0xcc33,324,174,1,3
58,26,0xcc66,196,190,1,0
58,26,0xbbff,325,167,1,2

58,28,0xcc22,219,125,1,0
58,28,0xbbdd,333,125,1,3
58,28,0xcc11,300,139,1,0
58,28,0xbbee,224,159,1,5
58,28,0xcc33,315,175,1,3
58,28,0xcc66,204,191,1,0
58,28,0xbbff,321,168,1,2

58,34,0xcc22,221,126,1,0
58,34,0xbbdd,337,126,1,3
58,34,0xcc11,302,140,1,0
58,34,0xcc33,314,176,1,3
58,34,0xcc66,202,192,1,0
58,34,0xbbff,316,169,1,2

58,34,0xcc22,218,127,1,0
58,34,0xbbdd,340,127,1,3
58,34,0xcc11,300,141,1,0
58,34,0xbbee,225,160,1,5
58,34,0xcc33,320,177,1,3
58,34,0xcc66,207,193,1,0
58,34,0xbbff,318,170,1,2

58,34,0xbbdd,341,128,1,3
58,34,0xcc11,304,142,1,0
58,34,0xbbee,226,161,1,5
58,34,0xcc33,319,178,1,3
58,34,0xcc66,203,194,1,0

58,34,0xcc22,218,128,1,1
58,34,0xbbdd,336,129,1,3
58,34,0xcc11,302,143,1,0
58,34,0xbbee,227,162,1,5
58,34,0xcc33,318,179,1,3
58,34,0xcc66,206,195,1,0
58,34,0xbbff,322,171,1,2

58,34,0xcc22,220,129,1,1
58,34,0xbbdd,337,130,1,3
58,34,0xcc11,298,144,1,0
58,34,0xbbee,225,163,1,5
58,34,0xcc33,319,180,1,3
58,34,0xcc66,207,196,1,0
58,34,0xbbff,320,172,1,2

58,34,0xcc22,222,130,1,1
58,34,0xbbdd,341,131,1,3
58,34,0xcc11,296,145,1,0
58,34,0xbbee,227,164,1,5
58,34,0xcc33,317,181,1,3
58,34,0xcc66,202,197,1,0
58,34,0xbbff,320,173,1,2

58,35,0xcc22,219,131,1,1
58,35,0xbbdd,336,132,1,3
58,35,0xcc11,299,146,1,0
58,35,0xbbee,222,165,1,5
58,35,0xcc33,320,182,1,3
58,35,0xcc66,205,198,1,0
58,35,0xbbff,320,174,1,2

58,36,0xcc22,218,132,1,1
58,36,0xbbdd,336,133,1,3
58,36,0xcc11,297,147,1,0
58,36,0xbbee,228,166,1,5
58,36,0xcc33,323,183,1,3
58,36,0xcc66,201,199,1,0
58,36,0xbbff,319,175,1,2

58,37,0xcc22,217,133,1,1
58,37,0xbbdd,340,134,1,3
58,37,0xcc11,302,148,1,0
58,37,0xcc33,334,184,1,3
58,37,0xcc66,209,200,1,0
58,37,0xbbff,321,176,1,2

58,39,0xcc22,218,134,1,1
58,39,0xbbdd,335,135,1,3
58,39,0xcc11,300,149,1,0
58,39,0xbbee,227,167,1,5
58,39,0xcc33,324,185,1,3
58,39,0xcc66,205,201,1,0
58,39,0xbbff,319,177,1,2

58,39,0xcc22,222,135,1,1
58,39,0xbbdd,341,136,1,3
58,39,0xcc11,302,150,1,0
58,39,0xbbee,224,168,1,5
58,39,0xcc33,319,186,1,3
58,39,0xcc66,203,202,1,0
58,39,0xbbff,318,178,1,2

58,40,0xcc22,220,136,1,1
58,40,0xbbdd,337,137,1,3
58,40,0xcc11,297,151,1,0
58,40,0xbbee,224,169,1,5
58,40,0xcc33,325,187,1,3
58,40,0xcc66,207,203,1,0
58,40,0xbbff,320,179,1,2

58,40,0xcc22,217,137,1,1
58,40,0xbbdd,344,138,1,3
58,40,0xcc11,299,152,1,0
58,40,0xbbee,222,170,1,5
58,40,0xcc33,319,188,1,3
58,40,0xcc66,203,204,1,0
58,40,0xbbff,322,180,1,2

58,41,0xcc22,218,138,1,1
58,41,0xbbdd,340,139,1,3
58,41,0xcc11,297,153,1,0
58,41,0xbbee,226,171,1,5
58,41,0xcc33,319,189,1,3
58,41,0xcc66,209,205,1,0
58,41,0xbbff,320,181,1,2

58,42,0xcc22,219,139,1,1
58,42,0xbbdd,344,140,1,3
58,42,0xcc11,301,154,1,0
58,42,0xcc33,311,190,1,3
58,42,0xcc66,198,206,1,0
58,42,0xbbff,318,182,1,2

58,43,0xcc22,218,140,1,1
58,43,0xbbdd,341,141,1,3
58,43,0xcc11,300,155,1,0
58,43,0xbbee,223,172,1,5
58,43,0xcc33,320,191,1,3
58,43,0xcc66,207,207,1,0
58,43,0xbbff,325,183,1,2

58,45,0xcc22,215,141,1,1
58,45,0xcc11,301,156,1,0
58,45,0xbbee,224,173,1,5
58,45,0xcc33,325,192,1,3
58,45,0xcc66,203,208,1,0
58,45,0xbbff,324,184,1,2

58,45,0xcc22,221,142,1,1
58,45,0xbbdd,343,142,1,4
58,45,0xcc11,299,157,1,0
58,45,0xbbee,225,174,1,5
58,45,0xcc33,321,193,1,3
58,45,0xcc66,199,209,1,0
58,45,0xbbff,321,185,1,2

58,49,0xcc22,219,143,1,1
58,49,0xbbdd,340,143,1,4
58,49,0xcc11,300,158,1,0
58,49,0xbbee,225,175,1,5
58,49,0xcc33,321,194,1,3
58,49,0xcc66,204,210,1,0
58,49,0xbbff,323,186,1,2

58,49,0xcc22,222,144,1,1
58,49,0xbbdd,338,144,1,4
58,49,0xcc11,301,159,1,0
58,49,0xbbee,225,176,1,5
58,49,0xcc33,318,195,1,3
58,49,0xcc66,204,211,1,0
58,49,0xbbff,321,187,1,2

58,49,0xcc22,222,145,1,1
58,49,0xbbdd,334,145,1,4
58,49,0xcc11,300,160,1,0
58,49,0xbbee,228,177,1,5
58,49,0xcc33,320,196,1,3
58,49,0xcc66,206,212,1,0
58,49,0xbbff,320,188,1,2

58,49,0xcc22,217,146,1,1
58,49,0xbbdd,337,146,1,4
58,49,0xcc11,298,161,1,0
58,49,0xcc33,314,197,1,3
58,49,0xcc66,196,213,1,0
58,49,0xbbff,323,189,1,2

58,51,0xcc22,221,147,1,1
58,51,0xbbdd,340,147,1,4
58,51,0xcc11,299,162,1,0
58,51,0xbbee,226,178,1,5
58,51,0xcc33,321,198,1,3
58,51,0xcc66,209,214,1,0
58,51,0xbbff,319,190,1,2

58,55,0xcc22,223,148,1,1
58,55,0xbbdd,334,148,1,4
58,55,0xcc11,302,163,1,0
58,55,0xbbee,225,179,1,5
58,55,0xcc33,323,199,1,3
58,55,0xcc66,204,215,1,0
58,55,0xbbff,323,191,1,2

58,55,0xcc22,217,149,1,1
58,55,0xbbdd,335,149,1,4
58,55,0xcc11,298,164,1,0
58,55,0xbbee,220,180,1,5
58,55,0xcc33,323,200,1,3
58,55,0xcc66,202,216,1,0
58,55,0xbbff,320,192,1,2

58,55,0xcc22,223,150,1,1
58,55,0xbbdd,336,150,1,4
58,55,0xcc11,297,165,1,0
58,55,0xcc33,318,201,1,3
58,55,0xcc66,202,217,1,0
58,55,0xbbff,320,193,1,2

58,55,0xcc22,217,151,1,1
58,55,0xbbdd,340,151,1,4
58,55,0xcc11,296,166,1,0
58,55,0xbbee,225,181,1,5
58,55,0xcc33,324,202,1,3
58,55,0xcc66,204,218,1,0
58,55,0xbbff,319,194,1,2

58,56,0xcc22,222,152,1,1
58,56,0xbbdd,334,152,1,4
58,56,0xcc11,301,167,1,0
58,56,0xbbee,226,182,1,5
58,56,0xcc33,318,203,1,3
58,56,0xcc66,203,219,1,0
58,56,0xbbff,319,195,1,2

58,57,0xcc22,219,153,1,1
58,57,0xbbdd,337,153,1,4
58,57,0xcc11,300,168,1,0
58,57,0xcc33,322,204,1,3
58,57,0xcc66,207,220,1,0
58,57,0xbbff,320,196,1,2

58,58,0xcc22,223,154,1,1
58,58,0xbbdd,338,154,1,4
58,58,0xcc11,301,169,1,0
58,58,0xbbee,226,183,1,5
58,58,0xcc33,318,205,1,3
58,58,0xcc66,203,221,1,0
58,58,0xbbff,323,197,1,2

58,59,0xcc22,219,155,1,1
58,59,0xbbdd,338,155,1,4
58,59,0xcc11,300,170,1,0
58,59,0xbbee,227,184,1,5
58,59,0xcc33,319,206,1,3
58,59,0xcc66,206,222,1,0
58,59,0xbbff,318,198,1,2

59,00,0xcc22,220,156,1,1
59,00,0xbbdd,335,156,1,4
59,00,0xcc11,301,171,1,0
59,00,0xbbee,224,185,1,5
59,00,0xcc33,321,207,1,3
59,00,0xcc66,206,223,1,0
59,00,0xbbff,324,199,1,2

59,01,0xcc22,219,157,1,1
59,01,0xbbdd,341,157,1,4
59,01,0xcc11,301,172,1,0
59,01,0xbbee,226,186,1,5
59,01,0xcc33,320,208,1,3
59,01,0xcc66,201,224,1,0
59,01,0xbbff,319,200,1,2

59,02,0xcc22,221,158,1,1
59,02,0xbbdd,339,158,1,4
59,02,0xcc11,300,173,1,0
59,02,0xbbee,225,187,1,5
59,02,0xcc33,322,209,1,3
59,02,0xcc66,207,225,1,0
59,02,0xbbff,324,201,1,2

59,03,0xcc22,220,159,1,1
59,03,0xbbdd,337,159,1,4
59,03,0xcc11,297,174,1,0
59,03,0xbbee,225,188,1,5
59,03,0xcc33,323,210,1,3
59,03,0xcc66,204,226,1,0
59,03,0xbbff,320,202,1,2

59,03,0xcc22,223,160,1,1
59,03,0xbbdd,341,160,1,4
59,03,0xcc11,296,175,1,0
59,03,0xbbee,226,189,1,5
59,03,0xcc33,326,211,1,3
59,03,0xcc66,204,227,1,0

59,04,0xcc22,219,161,1,1
59,04,0xbbdd,339,161,1,4
59,04,0xcc11,302,176,1,0
59,04,0xbbee,224,190,1,5
59,04,0xcc33,319,212,1,3
59,04,0xcc66,204,228,1,0
59,04,0xbbff,318,203,1,2

59,05,0xcc22,224,162,1,1
59,05,0xbbdd,334,162,1,4
59,05,0xcc11,300,177,1,0
59,05,0xbbee,227,191,1,5
59,05,0xcc33,320,213,1,3
59,05,0xcc66,207,229,1,0
59,05,0xbbff,320,204,1,2

59,06,0xcc22,219,163,1,1
59,06,0xbbdd,340,163,1,4
59,06,0xcc11,303,178,1,0
59,06,0xbbee,227,192,1,5
59,06,0xcc33,324,214,1,3
59,06,0xcc66,202,230,1,0
59,06,0xbbff,320,205,1,2

59,07,0xcc22,220,164,1,1
59,07,0xbbdd,334,164,1,4
59,07,0xcc11,295,179,1,0
59,07,0xbbee,225,193,1,5
59,07,0xcc33,325,215,1,3
59,07,0xcc66,210,231,1,0
59,07,0xbbff,316,206,1,2

59,09,0xcc22,220,165,1,1
59,09,0xbbdd,340,165,1,4
59,09,0xcc11,298,180,1,0
59,09,0xbbee,229,194,1,5
59,09,0xcc33,320,216,1,3
59,09,0xcc66,202,232,1,0

59,10,0xcc22,225,166,1,1
59,10,0xbbdd,336,166,1,4
59,10,0xcc11,301,181,1,0
59,10,0xbbee,228,195,1,5
59,10,0xcc33,322,217,1,3
59,10,0xcc66,203,233,1,0
59,10,0xbbff,320,207,1,2

59,11,0xcc22,220,167,1,1
59,11,0xbbdd,339,167,1,4
59,11,0xcc11,297,182,1,0
59,11,0xbbee,225,196,1,5
59,11,0xcc33,322,218,1,3
59,11,0xcc66,206,234,1,0
59,11,0xbbff,316,208,1,2

59,13,0xcc22,224,168,1,1
59,13,0xbbdd,340,168,1,4
59,13,0xcc11,303,183,1,0
59,13,0xbbee,226,197,1,5
59,13,0xcc33,321,219,1,3
59,13,0xcc66,205,235,1,0
59,13,0xbbff,318,209,1,2

59,13,0xcc22,220,169,1,1
59,13,0xbbdd,340,169,1,4
59,13,0xcc11,298,184,1,0
59,13,0xbbee,225,198,1,5
59,13,0xcc33,330,220,1,3
59,13,0xcc66,205,236,1,0
59,13,0xbbff,324,210,1,2

59,14,0xcc22,219,170,1,1
59,14,0xbbdd,337,170,1,4
59,14,0xcc11,300,185,1,0
59,14,0xbbee,223,199,1,5
59,14,0xcc33,324,221,1,3
59,14,0xcc66,203,237,1,0
59,14,0xbbff,323,211,1,2

59,15,0xcc22,219,171,1,1
59,15,0xbbdd,335,171,1,4
59,15,0xcc11,302,186,1,0
59,15,0xbbee,227,200,1,5
59,15,0xcc33,320,222,1,3
59,15,0xcc66,202,238,1,0
59,15,0xbbff,324,212,1,2

59,16,0xcc22,214,172,1,1
59,16,0xcc11,302,187,1,0
59,16,0xcc66,204,239,1,0
59,16,0xbbff,323,213,1,2

59,17,0xcc22,219,173,1,1
59,17,0xbbdd,338,172,1,5
59,17,0xcc11,302,188,1,0
59,17,0xbbee,227,201,1,5
59,17,0xcc33,319,223,1,3
59,17,0xcc66,210,240,1,0
59,17,0xbbff,324,214,1,2

59,18,0xcc22,219,174,1,1
59,18,0xbbdd,336,173,1,5
59,18,0xcc11,301,189,1,0
59,18,0xbbee,226,202,1,5
59,18,0xcc33,319,224,1,3
59,18,0xcc66,203,241,1,0
59,18,0xbbff,319,215,1,2

59,19,0xcc22,218,175,1,1
59,19,0xbbdd,333,174,1,5
59,19,0xcc11,299,190,1,0
59,19,0xbbee,222,203,1,5
59,19,0xcc33,325,225,1,3
59,19,0xbbff,325,216,1,2

59,20,0xcc22,219,176,1,1
59,20,0xbbdd,338,175,1,5
59,20,0xcc11,301,191,1,0
59,20,0xbbee,220,204,1,5
59,20,0xcc33,315,226,1,3
59,20,0xbbff,325,217,1,2

59,21,0xcc22,223,177,1,1
59,21,0xbbdd,340,176,1,5
59,21,0xcc11,301,192,1,0
59,21,0xcc33,311,227,1,3
59,21,0xbbff,323,218,1,2

59,26,0xcc22,224,178,1,1
59,26,0xbbdd,335,177,1,5
59,26,0xcc11,299,193,1,0
59,26,0xbbee,219,205,1,5
59,26,0xcc33,316,228,1,3
59,26,0xbbff,318,219,1,2

59,26,0xcc22,221,179,1,1
59,26,0xbbdd,335,178,1,5
59,26,0xcc11,302,194,1,0
59,26,0xbbee,222,206,1,5
59,26,0xcc33,315,229,1,3
59,26,0xbbff,324,220,1,2

59,26,0xcc22,221,180,1,1
59,26,0xbbdd,334,179,1,5
59,26,0xcc11,300,195,1,0
59,26,0xbbee,221,207,1,5
59,26,0xcc33,317,230,1,3

59,26,0xcc22,218,181,1,1
59,26,0xbbdd,340,180,1,5
59,26,0xcc11,298,196,1,0
59,26,0xbbee,218,208,1,5
59,26,0xcc33,318,231,1,3
59,26,0xbbff,318,221,1,2

59,26,0xcc22,221,182,1,1
59,26,0xbbdd,335,181,1,5
59,26,0xcc11,298,197,1,0
59,26,0xbbee,221,209,1,5
59,26,0xcc33,313,232,1,3
59,26,0xbbff,318,222,1,2

59,26,0xcc22,220,183,1,1
59,26,0xbbdd,337,182,1,5
59,26,0xcc11,299,198,1,0

59,27,0xcc22,220,184,1,1
59,27,0xbbdd,338,183,1,5
59,27,0xcc11,301,199,1,0
59,27,0xbbee,224,210,1,5
59,27,0xcc33,317,233,1,3

59,28,0xcc22,221,185,1,1
59,28,0xbbdd,339,184,1,5
59,28,0xcc11,301,200,1,0
59,28,0xbbee,222,211,1,5
59,28,0xcc33,318,234,1,3

59,34,0xcc22,219,186,1,1
59,34,0xbbdd,339,185,1,5
59,34,0xcc11,301,201,1,0
59,34,0xbbee,218,212,1,5
59,34,0xcc33,316,235,1,3

59,34,0xcc22,219,187,1,1
59,34,0xbbdd,336,186,1,5
59,34,0xcc11,302,202,1,0
59,34,0xbbee,223,213,1,5
59,34,0xcc33,312,236,1,3

59,34,0xcc22,218,188,1,1
59,34,0xbbdd,334,187,1,5
59,34,0xcc11,300,203,1,0
59,34,0xcc33,318,237,1,3

59,34,0xcc22,219,189,1,1
59,34,0xbbdd,340,188,1,5
59,34,0xcc11,299,204,1,0
59,34,0xcc33,316,238,1,3

59,34,0xcc22,220,190,1,1
59,34,0xbbdd,336,189,1,5
59,34,0xcc11,298,205,1,0
59,34,0xbbee,223,214,1,5
59,34,0xcc33,318,239,1,3

59,34,0xcc22,221,191,1,1
59,34,0xbbdd,339,190,1,5
59,34,0xcc11,299,206,1,0
59,34,0xbbee,222,215,1,5
59,34,0xcc33,310,240,1,3

59,35,0xcc22,214,192,1,1
59,35,0xcc11,306,207,1,0
59,35,0xbbee,219,216,1,5

59,42,0xcc22,223,193,1,1
59,42,0xbbdd,337,191,1,6
59,42,0xcc11,300,208,1,0

59,42,0xcc22,223,194,1,1
59,42,0xbbdd,336,192,1,6
59,42,0xcc11,302,209,1,0
59,42,0xbbee,217,217,1,5

59,42,0xcc22,220,195,1,1
59,42,0xbbdd,336,193,1,6
59,42,0xcc11,301,210,1,0
59,42,0xbbee,217,218,1,5

59,42,0xcc22,223,196,1,1
59,42,0xbbdd,336,194,1,6
59,42,0xcc11,302,211,1,0
59,42,0xbbee,216,219,1,5

